,title_00,contents_00,title_01,contents_01,title_02,contents_02,title_03,contents_03,title_04,contents_04,title_05,contents_05,title_06,contents_06,title_07,contents_07,title_08,contents_08,title_09,contents_09
10マンション売却　売り出し金額の決め方とは,805中古マンション購入で失敗しない為の3つの視点とは？,0.904411792755127,8マンション売却「このマンションを購入したい人がいます」チラシは本当か？,0.8917136788368225,30マンション売却・必勝の価格戦略とは,0.8778817057609558,210マンション売却、不動産会社選びのコツ,0.8690208196640015,829気になるマンションは、即見学へGO!!,0.8649075627326965,98『プロだけが知っているマンションを「高く売る方法」』を出版しました,0.8629570007324219,9マンション買取をするなら絶対に気をつけるべきポイント,0.862126350402832,1516【プロだけが知っている】中古マンション値引き成功マニュアル！,0.8576862812042236,120「プロだけが知っているマンションを高く売る方法　マンション高額売却術（新装版）」発売のお知らせ,0.8572874069213867,91【プロだけが知っている】新築マンションを３割引で購入する方法,0.8546348810195923
11マンションは非公開でも売却出来るか？,12マンション高額売却のコツ！インターネット広告を活用しよう,0.8997992277145386,98『プロだけが知っているマンションを「高く売る方法」』を出版しました,0.8761560916900635,120「プロだけが知っているマンションを高く売る方法　マンション高額売却術（新装版）」発売のお知らせ,0.8670592904090881,210マンション売却、不動産会社選びのコツ,0.8409944176673889,10マンション売却　売り出し金額の決め方とは,0.8364012837409973,4マンション売却の決め手！マンションを高く売るためのマイソクとは,0.8314763903617859,779【日本経済新聞】ハウスマート・人工知能によるマンション価格推定機能を取材して頂きました,0.8189778327941895,873AI・人工知能がマンション価格を査定?不動産テックが便利すぎる理由とは,0.8120967149734497,165「中古マンション本当にかしこい買い方・選び方」楽天ランキング1位を獲得しました！,0.8115843534469604,1335不動産仲介の仕組みを徹底解説！,0.8073413968086243
12マンション高額売却のコツ！インターネット広告を活用しよう,11マンションは非公開でも売却出来るか？,0.8997992277145386,98『プロだけが知っているマンションを「高く売る方法」』を出版しました,0.8591744303703308,4マンション売却の決め手！マンションを高く売るためのマイソクとは,0.8474650382995605,120「プロだけが知っているマンションを高く売る方法　マンション高額売却術（新装版）」発売のお知らせ,0.8434972167015076,1441仲介手数料半額で中古マンション売買は可能なのか？,0.8423035144805908,1442仲介手数料無料、半額サービスは紹介される物件数が少ないのか？,0.8374504446983337,779【日本経済新聞】ハウスマート・人工知能によるマンション価格推定機能を取材して頂きました,0.8327333331108093,805中古マンション購入で失敗しない為の3つの視点とは？,0.8326545357704163,10マンション売却　売り出し金額の決め方とは,0.83049476146698,1335不動産仲介の仕組みを徹底解説！,0.8281643390655518
13マンション売却理由　トップ３,23マンション売却の秘訣　売却理由を整理しよう,0.8437612056732178,14高額で売却できるマンションの特徴とは,0.8312042951583862,82【マンション売却】居住中と空っぽのマンション、どっちが売れやすい？,0.7985195517539978,26マンション買い替えのベストなタイミングと方法とは,0.7933577299118042,1560マンションの買い時を考える時のポイントまとめ,0.7894560694694519,290マンション買い換えはタイミングが命！売却と購入ではどちらを先にすべきか？,0.7882612943649292,406家を住み替える時、「購入」「売却」どっちが先なの？,0.7871701121330261,775中古マンションを3割安く購入するテクニックとは？,0.7818039655685425,10マンション売却　売り出し金額の決め方とは,0.7793134450912476,1653確認必須！中古マンション買い替え注意点まとめ,0.7779597043991089
14高額で売却できるマンションの特徴とは,26マンション買い替えのベストなタイミングと方法とは,0.8558489084243774,933新築マンションだけでなく、中古マンションを検討すべき理由とは？,0.8493466377258301,13マンション売却理由　トップ３,0.8312042951583862,10マンション売却　売り出し金額の決め方とは,0.8090723752975464,667【知らない人は損したまま】あなたのマンションが売れない３つの理由,0.7985497713088989,654こだわりがある人こそ中古マンションを選ぶべき7つの理由,0.7933030724525452,23マンション売却の秘訣　売却理由を整理しよう,0.7927191257476807,1264【購入の前にちょっと待った！】一歩引いて判断すべき中古マンションの特徴とは？,0.786894679069519,805中古マンション購入で失敗しない為の3つの視点とは？,0.7845052480697632,1070リノベーション物件の売却ってどうなの？,0.7837725877761841
15マンション売却にリフォームはした方がいい？,20マンション売却の為に修復は必要か？,0.9168305993080139,260損したくない！分譲マンションを高く売却するために絶対知っておきたい方法,0.8642364740371704,37【中古マンション購入】リフォームに多額の費用がかかった！,0.8583238124847412,52マンションリフォームを成功させる重要ポイント３つ！,0.8549423217773438,1035【元リフォーム現場監督が教える！】リフォームの流れについて,0.8365179300308228,80【騙されない！】新築マンションを騙されずに買うための3つの注意点,0.8348246812820435,265キッチンリフォーム！失敗する前に気を付けるべきことは？,0.827376127243042,22マンション売却　見学は多いのに誰もマンションを買ってくれない理由,0.8170180320739746,642自分でリノベ！セルフリノベーションの魅力を徹底解剖,0.810798168182373,493リフォームで後悔しない為の秘訣はコミュニケーションにアリ！？,0.8040627241134644
16中古マンションを購入するなら利用したい「瑕疵保険」とは？,17マンション売却の「危険負担」って一体なに？,0.8758462071418762,651中古物件だからこそ要注意！物件の状態を表す「付帯設備表」・「物件状況確認書」とは？,0.8567953109741211,606【事件、事故】もしも自宅で起きたらマンションは売却出来なくなる！？,0.8539191484451294,1532注目のホームインスペクションについて、売主側に立って考えてみる,0.8459791541099548,238住宅瑕疵保険には安心とお得がついてくる！,0.8448755145072937,792【知っておきたい】事故物件について詳しくなろう！,0.8285297155380249,1412仲介手数料に物件の保証費用は含まれるの？,0.8231748938560486,24中古マンションを購入するなら知っておきたいホームインスペクションとは？,0.8082122802734375,138【中古マンション購入のポイント！】住宅設備の確認ポイント,0.8076775074005127,234新築マンションの資産価値を保つアフターサービスとは,0.8002262115478516
17マンション売却の「危険負担」って一体なに？,16中古マンションを購入するなら利用したい「瑕疵保険」とは？,0.8758462071418762,606【事件、事故】もしも自宅で起きたらマンションは売却出来なくなる！？,0.8421542048454285,792【知っておきたい】事故物件について詳しくなろう！,0.8394391536712646,1409仲介手数料を安くする為に、不動産会社無しで直接契約するってアリ？,0.8208633065223694,238住宅瑕疵保険には安心とお得がついてくる！,0.8203422427177429,9マンション買取をするなら絶対に気をつけるべきポイント,0.8064976930618286,222【プロが伝授！】中古マンション売買におけるトラブルケーススタディ,0.8049954175949097,1532注目のホームインスペクションについて、売主側に立って考えてみる,0.7978202104568481,219知っておけば良かった！マンションを売る前にチェックしたい契約書のポイント,0.7977194786071777,1306中古マンションの契約が解除となった場合、申込金や手付金はどうなるのか？,0.7935325503349304
18マンション売却にかかる税金のチェックポイント,1275相続不動産を売却する方法と注意点,0.8896744847297668,1600中古マンションを購入するとき、消費税ってかかるの？,0.8725560903549194,841マンション売却時の諸費用まとめ,0.8506436347961426,1574【中古マンション購入】資金援助を受けるなら必須の贈与税の知識を徹底解説！,0.8494486808776855,46住宅ローン控除ってどのくらい得するの？金額と条件を徹底解説！,0.8275624513626099,823マンション売却に適した2つのタイミングとはいつなのか？,0.8272331953048706,1511【公認会計士に聞く】中古マンション購入における諸経費と税金の重要ポイントとは？,0.820305347442627,1028【知らないと損！】申請しないと貰えないすまい給付金とは？,0.8176502585411072,1420仲介手数料を妻や配偶者、親に出してもらっても大丈夫？贈与になる？,0.8150259256362915,1319相続と贈与、その税金についてのキホン。,0.8139792084693909
19知らないと損する！マンション売却時に戻ってくるお金とは,97頭金・手付金・諸費用の違いを抑えよう！,0.8332638740539551,29マンション売却の費用はどれくらいかかるの？,0.8156877756118774,41住宅ローン保証料を無料にする方法,0.8149183988571167,1409仲介手数料を安くする為に、不動産会社無しで直接契約するってアリ？,0.8004557490348816,1646中古マンション購入の注意点【売買契約・決済・引き渡し編】,0.7973406314849854,1306中古マンションの契約が解除となった場合、申込金や手付金はどうなるのか？,0.7960363030433655,1588マンション売却の注意点を不動産のプロが徹底解説！,0.7921721935272217,35マンション売却契約日の手順とは,0.7888059616088867,1411仲介手数料っていつ払うの？分割払いは出来る？,0.7887109518051147,17マンション売却の「危険負担」って一体なに？,0.7831941843032837
20マンション売却の為に修復は必要か？,15マンション売却にリフォームはした方がいい？,0.9168305993080139,80【騙されない！】新築マンションを騙されずに買うための3つの注意点,0.8518595695495605,667【知らない人は損したまま】あなたのマンションが売れない３つの理由,0.8321256637573242,73【驚愕】新築マンション・モデルルームに仕組まれた巧妙な罠を徹底解説！,0.828290581703186,22マンション売却　見学は多いのに誰もマンションを買ってくれない理由,0.8203163146972656,260損したくない！分譲マンションを高く売却するために絶対知っておきたい方法,0.8181113004684448,1587マンションを「早く」「高く」売却するのテクニック一覧！,0.8174928426742554,389住宅リフォーム工事にまつわる失敗事例と対策,0.8164893388748169,1588マンション売却の注意点を不動産のプロが徹底解説！,0.8145300149917603,844マンション内覧会で必ず見るべきポイントとは？,0.8098012208938599
21マンションの売却金額に反映されないポイントとは,805中古マンション購入で失敗しない為の3つの視点とは？,0.8793750405311584,1588マンション売却の注意点を不動産のプロが徹底解説！,0.852966845035553,10マンション売却　売り出し金額の決め方とは,0.8529263734817505,1587マンションを「早く」「高く」売却するのテクニック一覧！,0.8444781303405762,1516【プロだけが知っている】中古マンション値引き成功マニュアル！,0.8318758606910706,8マンション売却「このマンションを購入したい人がいます」チラシは本当か？,0.8287911415100098,9マンション買取をするなら絶対に気をつけるべきポイント,0.809346616268158,98『プロだけが知っているマンションを「高く売る方法」』を出版しました,0.8049303889274597,120「プロだけが知っているマンションを高く売る方法　マンション高額売却術（新装版）」発売のお知らせ,0.8006227016448975,667【知らない人は損したまま】あなたのマンションが売れない３つの理由,0.7902334332466125
22マンション売却　見学は多いのに誰もマンションを買ってくれない理由,81【マンション売却成功術】内覧希望者と友達になってしまおう！,0.9064841270446777,7マンションを高く売却する為の内覧会のコツとは,0.90592360496521,44中古マンションの購入申込書はココに気をつけよう！,0.8581980466842651,23マンション売却の秘訣　売却理由を整理しよう,0.8472592830657959,32マンション売却における購入申込書（買付）の確認必須ポイントとは,0.8452368974685669,10マンション売却　売り出し金額の決め方とは,0.8439891934394836,82【マンション売却】居住中と空っぽのマンション、どっちが売れやすい？,0.837079644203186,20マンション売却の為に修復は必要か？,0.8203163146972656,1078プレミアムフライデーに内覧！？そのメリットとは？,0.8202118873596191,15マンション売却にリフォームはした方がいい？,0.8170180320739746
23マンション売却の秘訣　売却理由を整理しよう,82【マンション売却】居住中と空っぽのマンション、どっちが売れやすい？,0.9038035273551941,81【マンション売却成功術】内覧希望者と友達になってしまおう！,0.8752492070198059,22マンション売却　見学は多いのに誰もマンションを買ってくれない理由,0.8472592830657959,13マンション売却理由　トップ３,0.8437612056732178,846不動産売却を考え始めたら最初にするべきこと,0.836281418800354,10マンション売却　売り出し金額の決め方とは,0.8342597484588623,84【マンガ】アラサー女子、まさかのマンション売却！まとめ,0.8205753564834595,88【マンガ】男子高校生、まさかの不動産売却！まとめ,0.8142764568328857,1518整理・収納・片付けの違い、ご存知ですか？,0.8141334056854248,1401【仲介手数料 早見表】仲介手数料って結局いくらかかるの？,0.8090477585792542
24中古マンションを購入するなら知っておきたいホームインスペクションとは？,1532注目のホームインスペクションについて、売主側に立って考えてみる,0.9080904126167297,651中古物件だからこそ要注意！物件の状態を表す「付帯設備表」・「物件状況確認書」とは？,0.8478004932403564,1558施工不良マンションを購入しないために知っておくべきこと,0.8465865850448608,1412仲介手数料に物件の保証費用は含まれるの？,0.8388614654541016,1311【中古マンション購入】給排水管の状態を専門家にチェックしてもらおう！,0.8296844363212585,1467中古マンションの購入注意点総まとめ!【250個のチェックポイントリスト付き】,0.8179546594619751,1646中古マンション購入の注意点【売買契約・決済・引き渡し編】,0.8175875544548035,16中古マンションを購入するなら利用したい「瑕疵保険」とは？,0.8082122802734375,138【中古マンション購入のポイント！】住宅設備の確認ポイント,0.8015151619911194,1630【そのマンション大丈夫？】欠陥マンションを買わないためのチェックポイント,0.7977554798126221
25マンションにローン残債があっても売却出来る？,228マンション売却は残債があっても大丈夫？,0.8349422812461853,1420仲介手数料を妻や配偶者、親に出してもらっても大丈夫？贈与になる？,0.8337110280990601,290マンション買い換えはタイミングが命！売却と購入ではどちらを先にすべきか？,0.8328031301498413,29マンション売却の費用はどれくらいかかるの？,0.8264409303665161,1653確認必須！中古マンション買い替え注意点まとめ,0.8208105564117432,432住宅ローンの返済を滞らせたらどうなってしまうのか？,0.8120784759521484,1275相続不動産を売却する方法と注意点,0.8102887272834778,1308【知らないと損！】住宅ローン完済の後、抵当権の抹消を忘れずに！,0.8100076913833618,1331中古マンション購入における「決済」について徹底解説！,0.8033145666122437,1489これだけは知っておきたい、住宅購入における用語集！,0.8031725287437439
26マンション買い替えのベストなタイミングと方法とは,290マンション買い換えはタイミングが命！売却と購入ではどちらを先にすべきか？,0.8658132553100586,14高額で売却できるマンションの特徴とは,0.8558489084243774,338【マンション買い替え】適切なタイミングは 売ってから買う？or買ってから売る？,0.8422425985336304,10マンション売却　売り出し金額の決め方とは,0.8384757041931152,1653確認必須！中古マンション買い替え注意点まとめ,0.8381615877151489,406家を住み替える時、「購入」「売却」どっちが先なの？,0.8343064785003662,933新築マンションだけでなく、中古マンションを検討すべき理由とは？,0.8089101314544678,23マンション売却の秘訣　売却理由を整理しよう,0.8058221340179443,9マンション買取をするなら絶対に気をつけるべきポイント,0.7974321246147156,44中古マンションの購入申込書はココに気をつけよう！,0.7958437204360962
27ライオンズマンションとマンションディベロッパー,231【ザ・パークハウス】三菱地所マンションの魅力と伝統とは,0.8925917148590088,261【ブリリア】東京建物のマンションの魅力とは？,0.8817514181137085,193マンションブランド・不動産会社の特徴とランキング,0.8782457113265991,64野村不動産のプラウドに見る、徹底したマンションブランド力とは,0.8599220514297485,28三井不動産のマンションの魅力とは？,0.8587183952331543,6690年の歴史！東急不動産のマンションとは,0.8156458139419556,446当初予算の2倍3倍は当たり前？ザハ・ハディッドの建築たち,0.8137603402137756,739【デベロッパー別】マンションブランド人気ランキング！,0.8109381198883057,1415新築マンション購入には仲介手数料ってかかるの？,0.7706522941589355,1542【メディア掲載】代表針山がコメント協力・データ提供しました＜週刊東洋経済＞,0.770289421081543
28三井不動産のマンションの魅力とは？,231【ザ・パークハウス】三菱地所マンションの魅力と伝統とは,0.9031345844268799,261【ブリリア】東京建物のマンションの魅力とは？,0.8923059701919556,739【デベロッパー別】マンションブランド人気ランキング！,0.8791013360023499,193マンションブランド・不動産会社の特徴とランキング,0.8629143238067627,27ライオンズマンションとマンションディベロッパー,0.8587183952331543,64野村不動産のプラウドに見る、徹底したマンションブランド力とは,0.8444974422454834,6690年の歴史！東急不動産のマンションとは,0.828106164932251,65業界の異端児？住友不動産のマンション戦略とは,0.820288360118866,"1470【 "" シティタワー "" シリーズ！】ル・サンク大崎シティタワー、その魅力に迫りました！",0.7597615718841553,1361【買うなら今かも？】実は熱い武蔵小杉エリアのタワーマンション特集！！,0.7567620873451233
29マンション売却の費用はどれくらいかかるの？,36マンション売却　決済当日の流れ,0.8839491009712219,1420仲介手数料を妻や配偶者、親に出してもらっても大丈夫？贈与になる？,0.8764791488647461,35マンション売却契約日の手順とは,0.8496404886245728,1409仲介手数料を安くする為に、不動産会社無しで直接契約するってアリ？,0.8459713459014893,1439不動産売却の仲介手数料はいくらかかる？無料にすることは可能？,0.8423225283622742,1161こんな使い方が！？レシート・領収書で税金を減らす方法と整理術,0.8387725353240967,841マンション売却時の諸費用まとめ,0.8381675481796265,362【保存版】住宅ローン控除に必要な登記事項証明書って何処でもらえるの？,0.8374544382095337,34マンション売却　契約に必要なもの,0.8372073173522949,1251【超簡単】中古マンションを購入するなら絶対に知っておきたい全体の流れ,0.8303015232086182
30マンション売却・必勝の価格戦略とは,31マンション売却　売れやすい価格の決め方とは,0.8790078163146973,10マンション売却　売り出し金額の決め方とは,0.8778817057609558,829気になるマンションは、即見学へGO!!,0.8107330799102783,91【プロだけが知っている】新築マンションを３割引で購入する方法,0.8086302876472473,23マンション売却の秘訣　売却理由を整理しよう,0.8013120889663696,1560マンションの買い時を考える時のポイントまとめ,0.7970874309539795,563不動産投資をする前に知っておきたい５つのこと,0.7815410494804382,338【マンション買い替え】適切なタイミングは 売ってから買う？or買ってから売る？,0.781154990196228,26マンション買い替えのベストなタイミングと方法とは,0.7797764539718628,205マンション売却は仲介業者選びがポイント！,0.7750876545906067
31マンション売却　売れやすい価格の決め方とは,30マンション売却・必勝の価格戦略とは,0.8790078163146973,10マンション売却　売り出し金額の決め方とは,0.8409504890441895,8マンション売却「このマンションを購入したい人がいます」チラシは本当か？,0.7680022120475769,805中古マンション購入で失敗しない為の3つの視点とは？,0.7675306797027588,11マンションは非公開でも売却出来るか？,0.7445042133331299,23マンション売却の秘訣　売却理由を整理しよう,0.7363680601119995,91【プロだけが知っている】新築マンションを３割引で購入する方法,0.7331506609916687,205マンション売却は仲介業者選びがポイント！,0.7312941551208496,12マンション高額売却のコツ！インターネット広告を活用しよう,0.7285881638526917,516カウルを使ってマンション相場を一瞬で調べる方法とは,0.7217231392860413
32マンション売却における購入申込書（買付）の確認必須ポイントとは,44中古マンションの購入申込書はココに気をつけよう！,0.9436860084533691,1516【プロだけが知っている】中古マンション値引き成功マニュアル！,0.8985034227371216,1305マンションを買い換える時に知っておきたい引っ越しのタイミングとは？,0.889071524143219,1251【超簡単】中古マンションを購入するなら絶対に知っておきたい全体の流れ,0.888460099697113,35マンション売却契約日の手順とは,0.8876545429229736,1509【実は多い！】お目当の中古マンションを買い逃さないためのポイントとは？,0.8870556354522705,1306中古マンションの契約が解除となった場合、申込金や手付金はどうなるのか？,0.8845406770706177,97頭金・手付金・諸費用の違いを抑えよう！,0.8707220554351807,96マンション売却の契約手続きの流れ・必要書類のまとめ【保存版】,0.8687290549278259,1588マンション売却の注意点を不動産のプロが徹底解説！,0.8672792315483093
33マンション売却トラブル！付帯設備の確認とは,138【中古マンション購入のポイント！】住宅設備の確認ポイント,0.8894916772842407,1412仲介手数料に物件の保証費用は含まれるの？,0.8584599494934082,1646中古マンション購入の注意点【売買契約・決済・引き渡し編】,0.8107882738113403,20マンション売却の為に修復は必要か？,0.8093478679656982,1305マンションを買い換える時に知っておきたい引っ越しのタイミングとは？,0.7920827865600586,35マンション売却契約日の手順とは,0.7906161546707153,32マンション売却における購入申込書（買付）の確認必須ポイントとは,0.7901225090026855,651中古物件だからこそ要注意！物件の状態を表す「付帯設備表」・「物件状況確認書」とは？,0.7817782759666443,1588マンション売却の注意点を不動産のプロが徹底解説！,0.7742074728012085,36マンション売却　決済当日の流れ,0.7739402055740356
34マンション売却　契約に必要なもの,35マンション売却契約日の手順とは,0.902804970741272,32マンション売却における購入申込書（買付）の確認必須ポイントとは,0.848128080368042,1251【超簡単】中古マンションを購入するなら絶対に知っておきたい全体の流れ,0.8473615646362305,29マンション売却の費用はどれくらいかかるの？,0.8372073173522949,36マンション売却　決済当日の流れ,0.8366461992263794,1161こんな使い方が！？レシート・領収書で税金を減らす方法と整理術,0.8353958129882812,1305マンションを買い換える時に知っておきたい引っ越しのタイミングとは？,0.831920862197876,1306中古マンションの契約が解除となった場合、申込金や手付金はどうなるのか？,0.8158377408981323,44中古マンションの購入申込書はココに気をつけよう！,0.8126736283302307,128中古マンション購入の契約手続きの流れ・必要書類まとめ【完全版】,0.8082398176193237
35マンション売却契約日の手順とは,36マンション売却　決済当日の流れ,0.9100000858306885,34マンション売却　契約に必要なもの,0.902804970741272,1305マンションを買い換える時に知っておきたい引っ越しのタイミングとは？,0.9018450975418091,1646中古マンション購入の注意点【売買契約・決済・引き渡し編】,0.9005385637283325,1306中古マンションの契約が解除となった場合、申込金や手付金はどうなるのか？,0.8989222049713135,32マンション売却における購入申込書（買付）の確認必須ポイントとは,0.8876544237136841,1251【超簡単】中古マンションを購入するなら絶対に知っておきたい全体の流れ,0.852240800857544,29マンション売却の費用はどれくらいかかるの？,0.8496404886245728,96マンション売却の契約手続きの流れ・必要書類のまとめ【保存版】,0.8486614227294922,1161こんな使い方が！？レシート・領収書で税金を減らす方法と整理術,0.8361172676086426
